satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2248,1,4,1,1,5,1,3,5,5,2,5,5,5,5,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2127,0,0,0,2,5,5,5,5,5,5,5,4,5,3,1,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2445,0,0,0,2,4,5,5,1,1,1,1,3,1,5,14,17
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2049,1,4,1,1,2,1,2,2,3,3,5,4,5,2,3,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,816,0,0,0,2,4,0,1,4,4,3,3,2,1,4,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Business,2240,1,4,1,1,2,1,2,2,5,2,5,4,5,2,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,793,0,0,0,2,5,0,5,5,1,1,4,2,1,5,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,799,0,0,0,2,5,5,5,2,2,2,1,4,2,5,13,23
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2021,0,0,0,2,3,3,3,3,5,3,4,4,4,3,0,1
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,770,0,0,0,2,2,4,4,4,4,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,807,0,0,0,2,3,3,5,3,2,4,1,4,5,3,0,14
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2731,0,0,0,2,5,5,5,5,3,1,3,5,3,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco Plus,1482,1,4,1,1,3,1,3,3,1,5,1,3,4,3,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco Plus,779,0,0,0,2,5,4,5,1,1,1,1,4,1,5,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2103,1,4,1,1,5,1,5,5,4,4,5,3,5,5,0,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2229,1,4,1,1,5,1,5,5,3,2,5,5,4,5,14,8
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1586,1,4,1,1,2,1,2,2,3,3,4,4,4,2,83,82
satisfied,Female,Loyal Customer,29,Personal Travel,Business,2204,0,0,0,2,3,5,5,4,4,4,4,3,4,3,1,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,752,0,0,0,2,3,5,5,1,1,1,1,3,1,5,0,7
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1494,1,4,1,1,3,1,3,3,1,4,3,4,3,3,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1982,0,0,0,2,3,5,5,5,5,5,5,3,5,5,14,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Business,695,1,4,1,1,5,5,5,2,2,1,2,4,2,5,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2288,0,0,0,2,5,5,5,5,5,5,5,3,5,5,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1997,1,4,1,1,1,1,1,1,3,5,4,4,4,1,0,1
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco Plus,2248,1,4,1,1,4,1,3,4,5,3,5,4,4,4,8,8
satisfied,Female,Loyal Customer,29,Personal Travel,Eco Plus,2215,0,0,0,2,2,5,5,1,1,1,1,3,1,3,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1864,1,4,1,1,3,1,3,3,5,3,4,5,4,3,12,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1600,0,0,0,2,4,3,3,3,3,3,3,5,3,2,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2414,0,0,0,3,3,5,5,4,4,3,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1765,1,4,1,1,5,1,5,5,4,5,5,3,4,5,0,13
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2559,1,4,1,1,1,1,1,1,4,2,5,4,5,1,8,5
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1890,1,4,1,1,5,1,5,5,4,4,4,4,4,5,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1405,1,4,1,1,2,1,2,2,4,2,4,3,4,2,18,5
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2447,1,4,1,1,4,1,4,4,4,5,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1700,1,4,1,1,3,1,3,3,3,4,5,4,4,3,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Business,2011,1,4,1,1,1,1,1,1,3,2,4,5,5,1,94,82
dissatisfied,Female,Loyal Customer,45,Personal Travel,Eco,2460,1,4,1,1,1,5,5,3,4,4,5,5,5,5,794,795
satisfied,Female,Loyal Customer,53,Personal Travel,Eco Plus,663,0,0,0,3,3,5,5,2,2,3,3,4,2,3,36,61
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,666,0,0,0,3,5,2,2,4,4,4,4,1,4,2,0,33
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco Plus,1978,1,4,1,1,1,1,1,1,4,5,5,5,5,1,0,0
dissatisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,2390,1,4,1,1,1,2,2,3,3,5,4,2,3,2,199,196
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2238,0,0,0,3,4,5,4,5,5,5,5,3,5,4,18,9
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2115,0,0,0,3,5,3,5,4,4,4,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2118,1,4,1,1,1,1,1,1,5,2,5,5,5,1,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2318,0,0,0,3,2,0,2,2,5,5,4,4,5,2,0,1
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1593,1,4,1,1,3,1,3,3,3,4,5,4,4,3,3,2
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1625,1,4,1,1,1,1,1,1,5,2,4,4,4,1,6,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2434,1,4,1,1,2,1,2,2,1,4,1,4,2,2,78,67
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1799,0,0,0,3,2,0,2,2,5,1,1,1,4,2,0,14
satisfied,Female,Loyal Customer,66,Personal Travel,Eco Plus,626,0,0,0,3,2,3,1,3,3,3,3,5,3,2,0,2
satisfied,Female,Loyal Customer,49,Personal Travel,Eco Plus,594,0,0,0,3,2,4,4,1,1,1,1,5,1,4,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2034,0,0,0,3,3,3,4,2,2,2,2,2,2,2,0,42
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2352,1,4,1,1,1,4,4,5,5,4,5,4,5,4,88,158
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1787,0,0,0,3,3,4,5,3,3,3,3,4,3,4,0,4
satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,1681,0,0,0,3,3,5,4,4,4,4,4,3,4,4,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,599,0,0,0,3,5,5,4,2,2,2,2,3,2,5,6,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2051,1,4,1,1,2,1,2,2,4,4,5,4,4,2,19,18
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1488,1,4,1,1,2,1,2,2,4,2,5,4,5,2,1,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,593,0,0,0,3,2,4,4,4,4,4,4,3,4,3,34,36
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1662,0,0,0,3,5,4,4,1,1,1,1,5,1,4,4,2
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2045,1,4,1,1,4,1,4,4,4,5,4,4,4,4,17,24
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1983,0,0,0,3,2,0,2,2,1,5,1,4,4,2,0,0
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1997,1,4,1,1,2,1,2,2,4,3,5,5,4,2,0,11
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1800,1,4,1,1,1,1,1,1,5,2,4,4,4,1,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,580,0,0,0,3,1,0,1,1,4,4,3,1,2,1,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2332,0,0,0,3,3,0,3,3,2,2,1,3,5,3,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1520,1,4,1,1,2,1,2,2,4,5,4,5,3,2,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1449,1,4,1,1,4,1,4,4,5,5,5,3,4,4,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,593,0,0,0,3,5,3,3,5,5,1,4,3,5,5,9,7
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2242,1,4,1,1,4,1,4,4,4,3,4,5,4,4,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2354,0,0,0,3,3,2,5,5,5,4,4,2,5,5,0,0
satisfied,Female,Loyal Customer,22,Personal Travel,,1925,0,0,0,3,3,4,5,3,3,3,3,4,3,5,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,536,0,0,0,3,5,5,5,5,5,5,1,5,5,4,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1629,0,0,0,3,4,5,5,1,1,1,1,3,1,5,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,573,0,0,0,3,5,4,4,5,5,5,5,4,5,3,47,55
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1599,0,0,0,3,4,4,4,3,3,3,3,3,3,5,7,10
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2413,0,0,0,3,4,2,4,1,1,1,1,1,1,4,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2114,1,4,1,1,3,1,3,3,4,4,5,3,4,3,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1456,1,4,1,1,2,1,2,2,4,2,4,5,4,2,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,517,0,0,0,3,3,5,4,3,3,3,5,3,3,3,5,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1689,1,4,1,1,5,1,5,5,5,2,5,4,5,5,22,13
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1728,0,0,0,3,3,0,2,3,3,3,4,5,4,3,7,17
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,508,0,0,0,3,3,5,5,5,5,5,5,5,5,3,0,2
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2029,1,4,1,1,2,1,2,2,3,3,4,3,5,2,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,498,0,0,0,3,2,4,5,3,3,2,2,3,3,4,1,44
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2163,0,0,0,3,3,4,4,5,5,4,4,3,5,4,1,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,491,0,0,0,3,2,4,1,1,1,1,1,3,1,4,63,50
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1929,1,4,1,1,2,1,4,2,3,3,4,1,2,2,74,69
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1820,0,0,0,3,3,3,3,3,2,3,1,5,2,3,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1612,1,4,1,1,5,1,5,5,5,4,5,4,4,5,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1764,0,0,0,3,2,4,4,5,5,5,5,3,5,4,0,51
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1209,1,4,1,1,1,1,1,1,5,4,4,3,5,1,0,1
dissatisfied,Female,Loyal Customer,25,Personal Travel,Eco,2226,1,4,1,1,1,5,5,5,5,4,5,5,4,5,154,177
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,491,0,0,0,3,3,5,5,1,1,1,1,4,1,4,6,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1473,0,0,0,3,2,3,2,2,3,4,4,1,3,2,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1566,1,4,1,1,5,1,5,5,2,4,5,5,3,5,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,485,0,0,0,3,3,2,1,4,4,4,4,5,4,1,8,6
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1613,1,4,1,1,3,1,3,3,3,5,4,5,5,3,2,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1592,1,4,1,1,5,1,5,5,3,2,4,5,4,5,6,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1551,0,0,0,3,3,5,4,2,2,2,2,4,2,4,6,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,474,0,0,0,3,2,3,3,1,1,1,1,3,1,1,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Business,480,0,0,0,3,4,5,4,2,2,2,2,3,2,4,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1337,1,4,1,1,4,1,4,4,3,3,5,3,5,4,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Business,442,0,0,0,3,3,4,5,5,5,5,5,3,5,4,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1262,1,4,1,1,4,1,1,4,3,1,3,2,4,4,16,5
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2076,0,0,0,3,2,5,5,4,4,4,4,4,4,3,49,50
satisfied,Female,Loyal Customer,32,Personal Travel,Business,1729,0,0,0,3,2,4,5,4,4,4,4,3,4,4,24,12
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,409,0,0,0,3,5,5,5,5,5,3,3,5,5,5,8,1
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco Plus,1041,1,4,1,1,3,1,3,3,5,5,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2017,1,4,1,1,5,1,2,5,5,5,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1897,1,4,1,1,2,1,2,2,5,5,4,5,4,2,15,11
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco Plus,1893,1,4,1,1,5,1,5,5,4,4,4,4,4,5,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1698,0,0,0,3,5,4,5,4,4,4,4,4,4,5,0,0
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,1518,1,4,1,1,1,1,1,1,4,4,4,5,5,1,6,4
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2123,1,4,1,1,4,1,2,4,5,4,5,3,5,4,23,33
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1370,0,0,0,3,3,5,4,3,3,3,3,5,3,5,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2196,1,4,1,1,2,1,2,2,5,5,1,4,3,2,25,15
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1091,0,0,0,3,3,4,4,5,5,5,5,3,5,3,46,38
satisfied,Female,Loyal Customer,63,Personal Travel,Eco Plus,433,0,0,0,3,1,0,1,1,5,1,1,4,5,1,40,63
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1552,1,4,1,1,3,1,4,3,4,5,4,5,4,3,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1731,0,0,0,3,2,5,5,2,2,2,2,5,2,5,7,2
satisfied,Female,Loyal Customer,43,Personal Travel,Business,421,0,0,0,3,2,5,4,2,2,2,2,4,2,3,1,9
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1131,1,4,1,1,1,1,1,1,4,4,4,3,5,1,0,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1344,1,4,1,1,2,1,2,2,4,4,5,3,5,2,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1964,0,0,0,3,5,5,5,5,5,2,2,3,5,4,87,90
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1808,0,0,0,3,2,5,4,4,4,1,1,3,4,5,8,5
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,409,0,0,0,3,1,3,4,1,1,1,1,2,1,4,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1974,0,0,0,3,5,2,4,4,4,4,4,1,4,3,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1792,0,0,0,3,3,4,4,4,4,4,4,4,4,3,16,9
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1674,0,0,0,3,3,5,4,3,3,3,3,4,3,3,1,10
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1845,1,4,1,1,1,1,1,1,4,3,4,4,4,1,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,384,0,0,0,3,1,1,2,4,4,4,4,5,4,1,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1641,1,4,1,1,5,1,5,5,5,2,5,2,5,5,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1408,1,4,1,1,2,1,2,2,5,5,4,3,5,2,11,7
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2046,1,4,1,1,1,1,1,1,3,4,4,3,5,1,36,24
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco Plus,1544,1,4,1,1,5,1,5,5,3,5,4,5,4,5,23,23
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1658,1,4,1,1,1,1,1,1,4,4,5,5,5,1,0,1
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1260,1,4,1,1,2,1,2,2,5,2,5,3,4,2,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1294,0,0,0,3,5,3,4,3,3,3,3,2,3,3,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1888,1,4,1,1,4,1,4,4,3,4,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1586,1,4,1,1,3,1,1,3,5,4,4,4,5,3,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1499,0,0,0,3,4,4,4,5,5,5,5,5,5,3,21,21
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1257,1,4,1,1,3,1,3,3,4,2,5,5,4,3,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Business,1891,0,0,0,3,3,0,3,3,4,1,1,1,2,3,9,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,342,0,0,0,3,4,0,4,4,4,3,1,4,5,4,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1948,1,4,1,1,4,1,4,4,4,2,4,5,5,4,0,6
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1551,1,4,1,1,4,1,4,4,4,4,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1819,1,4,1,1,5,1,5,5,4,3,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1365,1,4,1,1,3,1,3,3,3,5,4,4,5,3,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1467,1,4,1,1,5,1,1,5,4,3,4,5,5,5,0,2
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1854,1,4,1,1,3,1,3,3,3,3,4,5,4,3,0,18
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1407,1,4,1,1,2,1,2,2,5,5,4,5,4,2,9,5
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,304,0,0,0,3,2,2,1,3,3,3,3,5,3,1,0,21
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1667,1,4,1,1,2,1,2,2,5,4,5,3,4,2,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1906,0,0,0,3,2,4,5,5,5,5,5,4,5,5,4,6
satisfied,Female,Loyal Customer,15,Personal Travel,Business,1813,0,0,0,3,4,4,5,3,3,2,2,5,3,4,18,14
dissatisfied,Male,Loyal Customer,8,Personal Travel,Business,1783,1,4,1,1,4,1,4,4,4,3,5,5,4,4,7,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,308,0,0,0,3,4,5,4,2,2,1,1,5,2,5,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,296,0,0,0,3,4,5,4,2,2,2,2,4,2,5,3,5
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,321,0,0,0,3,2,5,5,4,4,4,4,5,4,3,4,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1704,0,0,0,3,2,5,4,3,3,3,3,3,3,5,8,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco Plus,2047,1,4,1,1,3,1,3,3,3,4,5,5,4,3,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1729,0,0,0,3,3,4,4,2,2,2,2,3,2,3,0,11
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1799,1,4,1,1,5,1,5,5,3,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,287,0,0,0,3,2,4,4,4,4,5,5,5,4,4,1,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1132,0,0,0,3,5,5,4,4,4,4,4,5,4,4,19,16
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,296,0,0,0,3,3,5,4,2,2,2,2,5,2,4,10,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1655,1,4,1,1,1,1,1,1,5,4,1,3,1,1,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,318,0,0,0,3,4,4,4,3,3,3,2,3,3,5,9,38
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco Plus,1354,1,4,1,1,3,1,3,3,2,3,3,2,3,3,1,34
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1966,0,0,0,3,3,4,4,4,4,5,5,5,4,5,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1425,0,0,0,3,1,2,5,3,3,3,5,5,3,1,18,12
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1634,0,0,0,3,3,5,4,4,4,4,4,5,4,3,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1729,0,0,0,3,4,5,3,5,5,1,1,4,5,1,9,0
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1091,1,4,1,1,5,1,5,5,3,3,2,1,4,5,0,0
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1928,1,4,1,1,2,1,2,2,4,5,4,3,5,2,7,2
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1986,1,4,1,1,3,1,3,3,5,3,4,4,5,3,0,11
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1799,1,4,1,1,3,1,3,3,1,4,3,1,4,3,81,81
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1518,1,4,1,1,5,1,5,5,4,3,5,4,5,5,92,78
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1323,1,4,1,1,4,1,1,4,4,3,4,3,5,4,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,264,0,0,0,3,3,4,4,5,5,5,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Business,273,1,4,1,1,5,5,4,4,4,1,4,5,4,3,37,20
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1595,0,0,0,3,2,4,4,3,3,3,3,5,3,4,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Business,233,0,0,0,3,3,1,3,2,2,2,2,3,2,1,35,40
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1280,0,0,0,3,5,0,5,5,1,2,5,4,1,5,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,255,0,0,0,3,5,0,5,5,5,2,2,4,4,5,37,28
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1816,1,4,1,1,3,1,5,3,5,4,5,3,4,3,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1405,0,0,0,3,2,0,2,2,2,2,3,1,1,2,5,13
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1725,0,0,0,3,2,3,2,2,3,1,4,3,4,2,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco Plus,1592,0,0,0,3,4,4,4,4,5,2,1,5,1,4,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1028,1,4,1,1,5,1,5,5,5,1,1,5,5,5,5,17
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1478,1,4,1,1,2,1,2,2,1,4,3,1,4,2,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1721,1,4,1,1,3,1,5,3,5,3,5,4,4,3,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1054,1,4,1,1,3,1,3,3,1,5,3,5,1,3,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1928,1,4,1,1,4,1,4,4,5,3,4,3,5,4,0,23
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1746,1,4,1,1,1,1,1,1,4,2,4,5,4,1,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,200,0,0,0,3,4,5,4,4,4,4,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,899,1,4,1,1,4,1,5,4,3,3,5,3,5,4,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,992,1,4,1,1,1,1,1,1,4,3,4,5,5,1,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1466,1,4,1,1,2,1,2,2,5,5,4,5,2,2,14,1
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1256,1,4,1,1,2,1,1,2,3,5,4,3,4,2,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,119,0,0,0,3,3,4,4,4,4,1,1,5,4,3,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,113,0,0,0,3,5,4,5,4,4,2,2,5,4,3,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1745,1,4,1,1,2,1,1,2,5,5,5,3,5,2,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Business,1038,1,4,1,1,5,1,5,5,3,1,5,1,2,5,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,99,0,0,0,3,3,4,5,3,3,3,3,4,3,5,5,17
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1542,1,4,1,1,5,1,2,5,3,3,4,3,5,5,5,17
satisfied,Female,Loyal Customer,7,Personal Travel,Eco Plus,1509,0,0,0,3,4,4,4,1,1,1,1,4,1,5,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco Plus,1151,1,4,1,1,1,1,5,1,2,1,1,3,4,1,115,120
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1092,0,0,0,3,5,5,5,1,1,1,1,4,1,4,1,4
satisfied,Female,Loyal Customer,34,Personal Travel,Eco Plus,718,0,0,0,3,3,5,5,5,5,5,5,3,5,5,18,20
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1234,0,0,0,3,3,5,5,3,3,3,3,5,3,3,7,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,4589,0,0,0,3,5,5,4,4,4,4,4,4,4,5,13,0
